101	6	2772
1	307.0	1.0	14220	5544	0.30
2	316.0	346.0	78	117	0	39	0.48
3	269.0	473.0	66	132	0	66	0.37
4	339.0	405.0	64	96	0	32	0.40
5	61.0	281.0	88	176	0	88	0.49
6	216.0	497.0	95	190	0	95	0.33
7	51.0	261.0	70	105	0	35	0.26
8	210.0	438.0	20	40	0	20	0.25
9	150.0	391.0	132	198	0	66	0.25
10	148.0	308.0	68	102	0	34	0.12
11	100.0	319.0	65	130	0	65	0.30
12	446.0	444.0	138	207	0	69	0.33
13	38.0	44.0	40	60	0	20	0.47
14	234.0	145.0	164	246	0	82	0.11
15	10.0	425.0	74	148	0	74	0.34
16	98.0	279.0	182	273	0	91	0.46
17	125.0	403.0	56	112	0	56	0.15
18	286.0	198.0	40	80	0	40	0.19
19	290.0	352.0	148	222	0	74	0.30
20	374.0	84.0	126	189	0	63	0.10
21	449.0	240.0	45	90	0	45	0.31
22	477.0	29.0	55	110	0	55	0.34
23	201.0	428.0	62	124	0	62	0.37
24	334.0	161.0	20	30	0	10	0.47
25	15.0	321.0	88	176	0	88	0.25
26	230.0	271.0	39	78	0	39	0.42
27	493.0	462.0	49	98	0	49	0.40
28	249.0	382.0	94	188	0	94	0.35
29	488.0	53.0	150	225	0	75	0.29
30	350.0	395.0	128	192	0	64	0.11
31	159.0	202.0	68	102	0	34	0.22
32	87.0	138.0	28	42	0	14	0.45
33	255.0	317.0	71	142	0	71	0.45
34	340.0	189.0	178	267	0	89	0.27
35	232.0	173.0	78	117	0	39	0.13
36	190.0	46.0	144	216	0	72	0.44
37	235.0	308.0	35	70	0	35	0.49
38	219.0	76.0	50	75	0	25	0.38
39	222.0	143.0	44	88	0	44	0.39
40	95.0	209.0	34	51	0	17	0.48
41	12.0	429.0	32	48	0	16	0.26
42	99.0	311.0	140	210	0	70	0.29
43	477.0	171.0	28	56	0	28	0.37
44	172.0	410.0	68	136	0	68	0.34
45	486.0	102.0	58	116	0	58	0.32
46	304.0	323.0	48	96	0	48	0.17
47	457.0	406.0	60	90	0	30	0.48
48	245.0	257.0	160	240	0	80	0.32
49	8.0	420.0	124	186	0	62	0.17
50	13.0	27.0	130	195	0	65	0.14
51	100.0	84.0	146	219	0	73	0.50
52	410.0	297.0	44	66	0	22	0.23
53	287.0	255.0	60	90	0	30	0.15
54	265.0	51.0	158	237	0	79	0.20
55	237.0	157.0	118	177	0	59	0.41
56	208.0	125.0	150	225	0	75	0.50
57	78.0	342.0	90	135	0	45	0.34
58	46.0	438.0	188	282	0	94	0.47
59	133.0	224.0	40	80	0	40	0.21
60	430.0	113.0	83	166	0	83	0.43
61	418.0	144.0	86	172	0	86	0.16
62	226.0	192.0	118	177	0	59	0.15
63	460.0	267.0	91	182	0	91	0.30
64	443.0	499.0	192	288	0	96	0.33
65	207.0	51.0	54	108	0	54	0.34
66	203.0	200.0	70	105	0	35	0.43
67	215.0	159.0	46	92	0	46	0.49
68	332.0	410.0	46	92	0	46	0.39
69	282.0	336.0	26	52	0	26	0.27
70	213.0	256.0	70	105	0	35	0.18
71	347.0	331.0	196	294	0	98	0.11
72	38.0	411.0	192	288	0	96	0.31
73	382.0	104.0	104	156	0	52	0.22
74	260.0	117.0	66	132	0	66	0.27
75	152.0	49.0	66	99	0	33	0.46
76	257.0	236.0	34	51	0	17	0.47
77	336.0	275.0	73	146	0	73	0.19
78	232.0	372.0	28	56	0	28	0.30
79	409.0	435.0	180	270	0	90	0.44
80	169.0	192.0	46	92	0	46	0.14
81	377.0	307.0	168	252	0	84	0.43
82	248.0	67.0	17	34	0	17	0.40
83	160.0	63.0	22	33	0	11	0.29
84	295.0	435.0	110	165	0	55	0.36
85	46.0	198.0	81	162	0	81	0.12
86	472.0	446.0	16	32	0	16	0.45
87	15.0	49.0	99	198	0	99	0.13
88	153.0	244.0	104	156	0	52	0.40
89	425.0	200.0	48	72	0	24	0.49
90	365.0	46.0	50	100	0	50	0.36
91	319.0	95.0	73	146	0	73	0.50
92	357.0	271.0	18	36	0	18	0.18
93	3.0	277.0	184	276	0	92	0.31
94	24.0	2.0	136	204	0	68	0.26
95	291.0	160.0	178	267	0	89	0.39
96	20.0	345.0	124	186	0	62	0.25
97	440.0	237.0	108	162	0	54	0.24
98	421.0	286.0	22	44	0	22	0.20
99	443.0	402.0	152	228	0	76	0.13
100	294.0	385.0	20	30	0	10	0.28
101	42.0	139.0	63	126	0	63	0.15
