16	3	253
1	436.0	90.0	2174	845	0.30
2	211.0	46.0	78	156	0	78	0.48
3	41.0	497.0	178	267	0	89	0.37
4	423.0	165.0	74	148	0	74	0.40
5	489.0	66.0	96	144	0	48	0.49
6	346.0	123.0	58	87	0	29	0.33
7	365.0	388.0	22	33	0	11	0.26
8	480.0	497.0	114	171	0	57	0.25
9	205.0	297.0	38	76	0	38	0.25
10	238.0	464.0	94	141	0	47	0.12
11	339.0	138.0	180	270	0	90	0.30
12	300.0	408.0	188	282	0	94	0.33
13	272.0	69.0	30	60	0	30	0.47
14	90.0	67.0	55	110	0	55	0.11
15	474.0	244.0	86	172	0	86	0.34
16	270.0	285.0	38	57	0	19	0.46
