DIMENSION: 201
HORIZON: 6
SUPPLIER_COORD_COORD_STARTING LEVEL_ QUANTITY MADE AVAILABLE_COST 
1	 66.0	 347.0	 24909	 10040	 0.30
RETAILER_COORD_COORD_STARTING LEVEL_MAX LEVEL_MIN LEVEL_COST
2	 326.0	 160.0	 46	 92	 0	 0.18
3	 353.0	 175.0	 198	 297	 0	 0.46
4	 310.0	 20.0	 56	 84	 0	 0.14
5	 57.0	 218.0	 27	 54	 0	 0.22
6	 16.0	 159.0	 104	 156	 0	 0.23
7	 13.0	 114.0	 46	 92	 0	 0.22
8	 355.0	 489.0	 63	 126	 0	 0.31
9	 327.0	 226.0	 98	 147	 0	 0.32
10	 132.0	 312.0	 68	 136	 0	 0.27
11	 233.0	 162.0	 69	 138	 0	 0.44
12	 155.0	 404.0	 68	 102	 0	 0.24
13	 223.0	 242.0	 11	 22	 0	 0.17
14	 434.0	 22.0	 78	 117	 0	 0.27
15	 472.0	 141.0	 58	 116	 0	 0.40
16	 109.0	 263.0	 19	 38	 0	 0.13
17	 331.0	 432.0	 73	 146	 0	 0.49
18	 395.0	 141.0	 116	 174	 0	 0.32
19	 271.0	 203.0	 24	 48	 0	 0.44
20	 223.0	 58.0	 36	 72	 0	 0.37
21	 0.0	 198.0	 68	 102	 0	 0.19
22	 199.0	 332.0	 25	 50	 0	 0.13
23	 127.0	 107.0	 154	 231	 0	 0.19
24	 260.0	 361.0	 60	 90	 0	 0.15
25	 7.0	 205.0	 44	 88	 0	 0.19
26	 178.0	 301.0	 184	 276	 0	 0.45
27	 347.0	 35.0	 104	 156	 0	 0.28
28	 222.0	 122.0	 172	 258	 0	 0.41
29	 340.0	 278.0	 51	 102	 0	 0.15
30	 91.0	 71.0	 156	 234	 0	 0.13
31	 11.0	 125.0	 54	 108	 0	 0.39
32	 40.0	 56.0	 14	 28	 0	 0.24
33	 483.0	 341.0	 184	 276	 0	 0.25
34	 58.0	 268.0	 96	 144	 0	 0.23
35	 466.0	 362.0	 80	 160	 0	 0.31
36	 27.0	 406.0	 21	 42	 0	 0.49
37	 214.0	 193.0	 56	 112	 0	 0.21
38	 137.0	 415.0	 43	 86	 0	 0.48
39	 166.0	 383.0	 12	 24	 0	 0.25
40	 363.0	 382.0	 98	 147	 0	 0.33
41	 276.0	 117.0	 128	 192	 0	 0.22
42	 269.0	 177.0	 138	 207	 0	 0.41
43	 245.0	 39.0	 43	 86	 0	 0.33
44	 287.0	 453.0	 76	 114	 0	 0.39
45	 67.0	 48.0	 22	 33	 0	 0.34
46	 89.0	 72.0	 142	 213	 0	 0.14
47	 296.0	 83.0	 128	 192	 0	 0.19
48	 494.0	 246.0	 43	 86	 0	 0.47
49	 266.0	 439.0	 23	 46	 0	 0.14
50	 407.0	 437.0	 63	 126	 0	 0.32
51	 350.0	 26.0	 11	 22	 0	 0.36
52	 390.0	 350.0	 23	 46	 0	 0.28
53	 492.0	 378.0	 182	 273	 0	 0.36
54	 333.0	 157.0	 88	 176	 0	 0.20
55	 98.0	 284.0	 59	 118	 0	 0.16
56	 65.0	 151.0	 194	 291	 0	 0.36
57	 303.0	 490.0	 172	 258	 0	 0.12
58	 351.0	 91.0	 36	 72	 0	 0.43
59	 456.0	 108.0	 20	 30	 0	 0.36
60	 426.0	 301.0	 62	 93	 0	 0.20
61	 60.0	 446.0	 73	 146	 0	 0.23
62	 121.0	 297.0	 132	 198	 0	 0.23
63	 319.0	 219.0	 32	 48	 0	 0.16
64	 314.0	 484.0	 61	 122	 0	 0.23
65	 226.0	 105.0	 71	 142	 0	 0.13
66	 292.0	 320.0	 94	 141	 0	 0.33
67	 79.0	 424.0	 80	 120	 0	 0.35
68	 334.0	 239.0	 174	 261	 0	 0.24
69	 478.0	 257.0	 15	 30	 0	 0.24
70	 144.0	 304.0	 152	 228	 0	 0.16
71	 212.0	 10.0	 76	 152	 0	 0.12
72	 159.0	 355.0	 36	 72	 0	 0.46
73	 477.0	 421.0	 166	 249	 0	 0.26
74	 116.0	 189.0	 99	 198	 0	 0.49
75	 387.0	 182.0	 74	 111	 0	 0.13
76	 59.0	 479.0	 79	 158	 0	 0.30
77	 135.0	 206.0	 156	 234	 0	 0.45
78	 267.0	 143.0	 20	 30	 0	 0.30
79	 327.0	 392.0	 30	 45	 0	 0.22
80	 67.0	 39.0	 94	 141	 0	 0.47
81	 37.0	 65.0	 184	 276	 0	 0.48
82	 312.0	 208.0	 71	 142	 0	 0.41
83	 298.0	 93.0	 174	 261	 0	 0.14
84	 430.0	 173.0	 27	 54	 0	 0.18
85	 191.0	 57.0	 50	 100	 0	 0.41
86	 255.0	 334.0	 86	 129	 0	 0.13
87	 88.0	 176.0	 116	 174	 0	 0.31
88	 418.0	 178.0	 27	 54	 0	 0.41
89	 498.0	 149.0	 70	 140	 0	 0.48
90	 223.0	 164.0	 124	 186	 0	 0.18
91	 16.0	 102.0	 76	 152	 0	 0.23
92	 358.0	 63.0	 32	 64	 0	 0.28
93	 486.0	 99.0	 22	 44	 0	 0.33
94	 272.0	 449.0	 93	 186	 0	 0.47
95	 70.0	 346.0	 47	 94	 0	 0.25
96	 258.0	 410.0	 13	 26	 0	 0.19
97	 191.0	 205.0	 33	 66	 0	 0.44
98	 341.0	 375.0	 92	 138	 0	 0.46
99	 81.0	 378.0	 118	 177	 0	 0.44
100	 1.0	 329.0	 44	 66	 0	 0.13
101	 368.0	 5.0	 92	 138	 0	 0.34
102	 179.0	 111.0	 142	 213	 0	 0.40
103	 355.0	 445.0	 82	 164	 0	 0.14
104	 307.0	 292.0	 24	 36	 0	 0.29
105	 43.0	 79.0	 36	 54	 0	 0.40
106	 91.0	 97.0	 48	 72	 0	 0.11
107	 167.0	 107.0	 45	 90	 0	 0.17
108	 169.0	 306.0	 102	 153	 0	 0.23
109	 373.0	 272.0	 76	 152	 0	 0.26
110	 220.0	 222.0	 24	 48	 0	 0.46
111	 446.0	 227.0	 40	 60	 0	 0.45
112	 236.0	 79.0	 108	 162	 0	 0.25
113	 490.0	 251.0	 43	 86	 0	 0.43
114	 128.0	 403.0	 41	 82	 0	 0.24
115	 274.0	 314.0	 73	 146	 0	 0.40
116	 265.0	 400.0	 48	 96	 0	 0.48
117	 380.0	 388.0	 46	 92	 0	 0.17
118	 379.0	 233.0	 30	 45	 0	 0.46
119	 457.0	 21.0	 43	 86	 0	 0.11
120	 171.0	 460.0	 182	 273	 0	 0.15
121	 18.0	 33.0	 182	 273	 0	 0.25
122	 287.0	 254.0	 130	 195	 0	 0.19
123	 497.0	 394.0	 82	 164	 0	 0.18
124	 201.0	 263.0	 67	 134	 0	 0.10
125	 370.0	 39.0	 66	 99	 0	 0.45
126	 16.0	 292.0	 56	 84	 0	 0.37
127	 107.0	 365.0	 18	 36	 0	 0.36
128	 14.0	 196.0	 49	 98	 0	 0.42
129	 186.0	 182.0	 11	 22	 0	 0.37
130	 498.0	 193.0	 40	 80	 0	 0.19
131	 38.0	 303.0	 188	 282	 0	 0.14
132	 390.0	 117.0	 60	 90	 0	 0.36
133	 269.0	 67.0	 59	 118	 0	 0.31
134	 423.0	 338.0	 22	 44	 0	 0.38
135	 461.0	 239.0	 55	 110	 0	 0.10
136	 334.0	 472.0	 50	 75	 0	 0.16
137	 421.0	 411.0	 25	 50	 0	 0.49
138	 102.0	 405.0	 132	 198	 0	 0.23
139	 119.0	 208.0	 56	 84	 0	 0.14
140	 181.0	 352.0	 62	 124	 0	 0.18
141	 455.0	 241.0	 79	 158	 0	 0.22
142	 399.0	 459.0	 112	 168	 0	 0.45
143	 336.0	 59.0	 71	 142	 0	 0.47
144	 452.0	 28.0	 12	 24	 0	 0.25
145	 474.0	 483.0	 44	 88	 0	 0.43
146	 187.0	 299.0	 33	 66	 0	 0.35
147	 15.0	 303.0	 168	 252	 0	 0.47
148	 38.0	 168.0	 94	 141	 0	 0.32
149	 280.0	 257.0	 95	 190	 0	 0.36
150	 492.0	 137.0	 20	 40	 0	 0.18
151	 117.0	 56.0	 46	 92	 0	 0.29
152	 233.0	 262.0	 58	 116	 0	 0.21
153	 196.0	 335.0	 22	 44	 0	 0.43
154	 172.0	 238.0	 74	 148	 0	 0.49
155	 382.0	 303.0	 88	 132	 0	 0.24
156	 427.0	 76.0	 108	 162	 0	 0.12
157	 59.0	 86.0	 25	 50	 0	 0.45
158	 415.0	 277.0	 76	 114	 0	 0.34
159	 407.0	 270.0	 122	 183	 0	 0.31
160	 255.0	 316.0	 40	 80	 0	 0.19
161	 33.0	 495.0	 72	 144	 0	 0.24
162	 141.0	 444.0	 19	 38	 0	 0.24
163	 173.0	 60.0	 76	 152	 0	 0.20
164	 73.0	 397.0	 39	 78	 0	 0.19
165	 70.0	 16.0	 55	 110	 0	 0.49
166	 460.0	 347.0	 132	 198	 0	 0.15
167	 408.0	 76.0	 152	 228	 0	 0.44
168	 227.0	 446.0	 65	 130	 0	 0.48
169	 31.0	 61.0	 56	 112	 0	 0.23
170	 404.0	 485.0	 88	 132	 0	 0.39
171	 228.0	 86.0	 78	 117	 0	 0.17
172	 398.0	 6.0	 63	 126	 0	 0.50
173	 335.0	 102.0	 96	 144	 0	 0.28
174	 91.0	 261.0	 27	 54	 0	 0.24
175	 150.0	 214.0	 21	 42	 0	 0.49
176	 337.0	 358.0	 22	 33	 0	 0.33
177	 197.0	 171.0	 104	 156	 0	 0.39
178	 113.0	 177.0	 98	 147	 0	 0.28
179	 314.0	 85.0	 108	 162	 0	 0.43
180	 264.0	 20.0	 67	 134	 0	 0.45
181	 381.0	 223.0	 170	 255	 0	 0.29
182	 38.0	 383.0	 192	 288	 0	 0.36
183	 221.0	 321.0	 66	 99	 0	 0.35
184	 191.0	 429.0	 86	 129	 0	 0.19
185	 354.0	 344.0	 66	 132	 0	 0.35
186	 111.0	 428.0	 56	 84	 0	 0.13
187	 490.0	 295.0	 40	 60	 0	 0.33
188	 210.0	 291.0	 59	 118	 0	 0.35
189	 233.0	 104.0	 43	 86	 0	 0.30
190	 162.0	 4.0	 74	 111	 0	 0.20
191	 236.0	 417.0	 84	 168	 0	 0.50
192	 338.0	 182.0	 112	 168	 0	 0.27
193	 404.0	 42.0	 34	 68	 0	 0.11
194	 201.0	 451.0	 36	 54	 0	 0.19
195	 425.0	 477.0	 46	 92	 0	 0.46
196	 30.0	 35.0	 24	 36	 0	 0.24
197	 72.0	 99.0	 91	 182	 0	 0.34
198	 111.0	 114.0	 79	 158	 0	 0.22
199	 86.0	 277.0	 84	 168	 0	 0.40
200	 449.0	 156.0	 35	 70	 0	 0.39
201	 366.0	 201.0	 32	 48	 0	 0.19
RETAILERS DEMANDS
RETAILER_DAY 1_DAY 2_DAY 3_DAY 4_DAY 5_DAY 6
2	 32	 47	 37	 54	 48	 45	 
3	 90	 122	 118	 113	 79	 120	 
4	 31	 28	 24	 19	 21	 25	 
5	 21	 21	 34	 26	 20	 18	 
6	 36	 48	 52	 54	 55	 55	 
7	 36	 50	 44	 41	 33	 48	 
8	 73	 74	 63	 55	 77	 71	 
9	 62	 61	 50	 38	 47	 41	 
10	 82	 56	 79	 82	 88	 88	 
11	 73	 64	 59	 60	 83	 49	 
12	 31	 25	 37	 24	 23	 42	 
13	 9	 9	 11	 12	 13	 12	 
14	 38	 32	 44	 38	 38	 49	 
15	 66	 44	 61	 54	 66	 61	 
16	 19	 17	 15	 15	 18	 22	 
17	 73	 94	 84	 66	 58	 79	 
18	 57	 42	 64	 58	 45	 73	 
19	 18	 29	 26	 21	 22	 17	 
20	 46	 39	 28	 44	 42	 37	 
21	 27	 27	 40	 33	 26	 34	 
22	 28	 23	 21	 26	 27	 28	 
23	 87	 75	 59	 70	 92	 55	 
24	 30	 32	 28	 22	 38	 37	 
25	 45	 39	 43	 40	 53	 39	 
26	 89	 79	 118	 80	 105	 95	 
27	 42	 60	 62	 48	 52	 64	 
28	 61	 111	 89	 62	 87	 70	 
29	 61	 54	 55	 41	 61	 39	 
30	 59	 89	 69	 98	 67	 70	 
31	 42	 61	 64	 60	 57	 62	 
32	 11	 11	 9	 10	 16	 16	 
33	 76	 70	 94	 65	 70	 89	 
34	 55	 53	 49	 35	 46	 39	 
35	 89	 69	 76	 67	 83	 81	 
36	 22	 16	 21	 26	 23	 26	 
37	 45	 50	 45	 72	 54	 72	 
38	 32	 46	 32	 41	 54	 31	 
39	 14	 10	 10	 13	 11	 9	 
40	 52	 52	 47	 48	 51	 52	 
41	 77	 76	 68	 72	 66	 59	 
42	 55	 78	 71	 85	 58	 56	 
43	 45	 48	 45	 39	 42	 32	 
44	 43	 40	 40	 42	 44	 29	 
45	 11	 13	 13	 11	 12	 7	 
46	 78	 91	 63	 73	 62	 57	 
47	 48	 78	 77	 73	 50	 57	 
48	 32	 32	 46	 51	 44	 41	 
49	 21	 20	 22	 23	 18	 20	 
50	 71	 55	 75	 80	 77	 71	 
51	 9	 13	 8	 8	 12	 11	 
52	 24	 29	 17	 28	 25	 20	 
53	 69	 91	 76	 79	 113	 93	 
54	 96	 67	 87	 81	 87	 103	 
55	 59	 54	 65	 60	 62	 55	 
56	 68	 109	 73	 104	 118	 96	 
57	 98	 85	 79	 100	 88	 78	 
58	 45	 38	 29	 33	 28	 41	 
59	 12	 10	 7	 8	 7	 10	 
60	 24	 37	 37	 32	 35	 37	 
61	 51	 56	 82	 78	 60	 53	 
62	 52	 70	 59	 58	 60	 72	 
63	 18	 18	 16	 17	 18	 19	 
64	 47	 65	 57	 51	 47	 73	 
65	 52	 67	 74	 62	 73	 59	 
66	 41	 36	 55	 36	 40	 55	 
67	 49	 46	 45	 42	 36	 48	 
68	 72	 105	 72	 73	 89	 112	 
69	 10	 11	 15	 14	 11	 12	 
