26	3	471
1	188.0	307.0	3175	1257	0.30
2	374.0	351.0	112	168	0	56	0.23
3	296.0	139.0	88	176	0	88	0.32
4	332.0	126.0	39	78	0	39	0.33
5	432.0	79.0	41	82	0	41	0.23
6	488.0	442.0	196	294	0	98	0.18
7	46.0	341.0	118	177	0	59	0.29
8	302.0	147.0	53	106	0	53	0.42
9	23.0	181.0	59	118	0	59	0.42
10	22.0	127.0	91	182	0	91	0.24
11	81.0	497.0	32	64	0	32	0.43
12	95.0	442.0	94	141	0	47	0.18
13	433.0	165.0	126	189	0	63	0.22
14	469.0	31.0	42	63	0	21	0.24
15	330.0	255.0	23	46	0	23	0.31
16	453.0	66.0	74	111	0	37	0.22
17	238.0	455.0	91	182	0	91	0.38
18	368.0	229.0	154	231	0	77	0.13
19	3.0	60.0	24	36	0	12	0.43
20	420.0	207.0	44	66	0	22	0.37
21	385.0	346.0	34	68	0	34	0.17
22	69.0	76.0	36	54	0	18	0.45
23	148.0	186.0	88	132	0	44	0.46
24	322.0	339.0	45	90	0	45	0.22
25	204.0	436.0	164	246	0	82	0.28
26	250.0	391.0	50	75	0	25	0.21
