100	42	300	30	2																																															
20	10	4	240	6																																															
40	65																																																		
0	47.82	38.55	5000	0	0																																														
1	54.79	40.7	39.84	100	0.5	1	1	1	1	3.34	3.01	0.74	5.01	4.35	0.74	2.67	3.01	0.74	4.01	3.01	0.74	3.34	4.01	0.74	3.34	4.35	1.11	3.01	3.34	0.37	3.01	4.35	0.74	4.01	3.34	0.97	3.34	5.01	0.37	3.68	3.34	0.37	3.68	4.01	1.11	4.01	4.01	1.11	4.35	2.34	0.59
2	45.9	41.11	10.77	100	0.5	0	0	1	5	7.93	5.28	0.82	6.34	2.64	0.82	7.93	5.28	1.76	7.93	5.28	1.17	5.28	7.93	0.59	5.81	2.64	1.17	7.93	6.87	1.76	4.76	6.34	1.17	5.28	5.28	1.06	6.87	4.23	1.17	6.34	2.64	0.94	6.34	5.28	1.53	7.93	6.87	1.29	5.28	5.28	1.76
3	50.35	38.62	35.99	100	0.5	1	1	0	1	1.76	1.35	0.21	2.03	1.49	0.3	1.76	0.95	0.15	0.68	0.68	0.45	1.22	1.35	0.33	2.03	1.49	0.27	1.62	1.35	0.27	1.49	2.03	0.3	0.95	1.35	0.15	0.95	0.95	0.3	1.22	2.03	0.27	1.62	1.62	0.36	1.76	1.22	0.3	1.08	1.08	0.3
4	48.05	40.66	26.16	100	0.5	1	1	1	1	1.77	0.8	0.29	1.45	1.61	0.54	1.29	1.13	0.36	1.13	1.77	0.39	2.09	1.13	0.29	1.93	1.61	0.39	2.41	1.45	0.39	1.77	1.13	0.32	1.77	2.09	0.29	1.93	1.29	0.18	1.93	0.8	0.36	1.61	2.09	0.18	1.29	2.09	0.32	0.8	1.45	0.46
5	46.5	46.9	15.76	100	0.5	1	1	1	1	4.23	9.06	1.61	7.86	9.06	1.34	5.44	3.02	1.48	6.04	5.44	0.94	6.65	4.83	1.21	5.44	7.86	1.34	6.04	4.83	0.94	7.86	5.44	0.67	7.86	9.06	1.61	9.06	6.04	1.34	4.83	3.02	1.07	6.04	7.25	1.21	7.86	4.23	0.94	7.25	7.25	1.34
6	42.86	27.62	49.06	100	0.5	0	0	1	5	5.11	4.43	0.91	1.7	3.07	0.53	3.75	5.11	0.61	2.39	3.41	0.76	3.75	3.75	0.98	4.43	3.41	0.76	3.75	3.75	0.53	1.7	3.41	0.76	3.75	4.09	0.98	1.7	3.41	1.14	2.73	3.41	0.38	4.43	1.7	0.53	3.07	3.41	0.91	4.09	5.11	0.76
7	35.41	32.36	23.7	100	0.5	1	1	0	1	4.24	2.83	0.79	4.6	3.54	0.94	3.54	3.54	0.39	5.3	4.6	0.63	3.54	3.89	0.86	3.54	3.89	0.55	4.6	5.3	0.63	2.48	3.54	0.39	1.77	2.83	0.63	3.54	3.54	0.39	4.6	4.24	1.02	4.6	2.48	1.18	1.77	1.77	0.94	3.54	4.24	0.39
8	51.91	40.92	33.11	100	0.5	1	1	0	1	0.96	1.54	0.3	2.31	2.89	0.3	1.54	0.96	0.34	2.89	2.89	0.43	2.51	1.54	0.21	2.51	1.74	0.39	2.89	2.51	0.64	2.51	2.89	0.64	2.31	2.89	0.43	2.31	1.93	0.43	0.96	2.51	0.47	1.54	1.93	0.3	1.93	0.96	0.64	0.96	1.35	0.39
9	49.71	40.72	2.08	100	0.5	0	0	1	1	2.12	3.02	0.67	4.53	3.93	0.54	1.51	3.02	1.01	2.72	4.53	0.67	3.63	2.72	0.47	3.63	3.02	1.01	3.63	2.42	1.01	4.53	3.63	0.6	1.51	3.32	0.6	2.12	3.93	1.01	1.51	2.12	0.74	1.51	2.12	0.74	3.02	3.02	0.81	3.93	2.72	0.54
10	56.52	42.85	33	100	0.5	1	1	1	1	6.75	4.95	1.2	2.25	3.15	0.7	4.95	4.5	1.2	5.4	3.6	0.5	4.05	4.5	1	2.25	6.75	0.8	6.75	3.6	1.2	4.5	4.95	1.3	4.5	6.75	0.7	4.05	5.85	0.9	4.5	3.6	0.5	4.95	4.95	1.3	3.6	5.85	1.3	4.95	6.75	1.1
11	56.03	45.09	0.73	100	0.5	1	1	0	1	5.4	4.95	0.7	4.05	5.85	1.5	6.75	4.5	1.5	4.05	2.25	0.7	3.15	3.6	1.1	4.5	2.25	1.3	4.95	5.85	0.8	3.15	2.25	0.7	4.05	5.85	0.8	3.6	6.75	0.9	3.6	3.6	1.5	2.25	4.05	1.3	3.6	6.75	0.5	6.75	5.4	1
12	55.54	41.37	58.74	100	0.5	1	1	0	1	2.01	2.51	0.61	2.01	1.25	0.56	2.51	1.76	0.56	3.26	2.01	0.72	2.01	2.51	0.5	2.51	1.76	0.56	2.01	2.76	0.28	1.76	1.25	0.56	1.76	2.51	0.39	2.01	2.76	0.28	3.26	2.51	0.72	1.76	2.51	0.61	2.51	1.76	0.72	2.76	3.01	0.84
13	52.9	43.6	47.79	100	0.5	1	1	0	1	2.03	5.27	0.99	6.08	6.08	0.99	4.05	2.03	0.9	4.05	4.05	0.9	6.08	2.84	0.63	5.27	2.84	0.9	2.03	4.05	0.63	2.84	4.05	1.35	4.05	4.05	0.45	2.84	3.24	0.45	4.05	5.27	0.9	3.65	4.05	1.17	4.05	4.05	1.35	4.05	6.08	0.45
14	52.02	42.21	0.45	100	0.5	0	0	1	6	7.48	5.49	1.66	3.99	3.49	1.22	3.49	4.49	1.66	4.99	3.99	1.44	4.99	6.48	1.44	5.49	4.99	0.78	2.49	5.98	0.78	4.99	7.48	1.66	7.48	6.48	0.78	4.99	5.98	0.78	6.48	3.99	1.44	3.99	3.99	1.44	4.99	5.98	1	6.48	3.99	1.44
15	54.73	27.53	12.49	100	0.5	0	0	1	3	4.69	2.19	0.49	2.19	3.13	0.35	3.13	4.69	0.83	1.56	2.82	0.56	2.82	3.13	0.9	3.75	3.13	0.35	3.44	2.5	0.49	1.56	3.44	1.04	2.5	3.13	0.76	3.75	3.13	0.7	1.56	3.44	0.9	3.13	3.44	0.7	2.5	3.75	1.04	4.07	4.69	0.63
16	54.94	31.92	26.17	100	0.5	1	1	0	2	1.58	1.26	0.32	1.73	1.58	0.46	1.73	2.05	0.32	1.73	1.42	0.25	0.79	1.58	0.39	2.05	1.42	0.25	2.36	1.58	0.35	1.89	1.58	0.28	1.89	1.26	0.28	1.73	2.05	0.35	1.89	1.58	0.35	1.73	2.05	0.42	1.58	2.05	0.28	2.36	1.42	0.39
17	53.73	42.95	36	100	0.5	0	0	1	6	4.64	4.17	1.24	5.57	5.57	1.24	2.32	4.64	0.52	4.17	6.03	1.24	3.25	5.1	1.03	6.96	2.32	1.34	6.03	6.96	0.52	4.17	5.1	1.55	6.03	4.64	1.03	4.64	5.1	0.72	6.96	6.96	0.93	6.03	3.25	1.34	4.64	3.71	1.24	3.25	4.64	0.93
18	35.66	34.52	24.12	100	0.5	1	1	0	2	2.96	2.66	0.66	2.37	2.96	0.53	3.84	2.07	0.59	3.25	2.66	0.66	4.44	2.66	0.46	3.84	2.37	0.66	2.96	3.55	0.72	3.55	2.66	0.85	3.25	2.96	0.99	2.07	2.66	0.85	2.37	2.96	0.79	2.96	2.07	0.46	2.96	2.96	0.59	2.07	2.37	0.72
19	44.58	65.53	13.27	100	0.5	1	1	1	1	1.22	1.76	0.45	2.03	1.76	0.27	1.35	0.95	0.21	2.03	1.35	0.3	0.68	1.76	0.27	1.76	0.95	0.3	1.35	1.22	0.33	1.35	1.35	0.39	1.35	1.35	0.15	1.49	0.68	0.21	1.35	1.35	0.24	1.35	0.95	0.15	1.35	1.62	0.24	0.68	2.03	0.36
20	54.65	45.77	64.14	100	0.5	1	1	0	1	1.76	0.68	0.3	0.68	1.62	0.15	1.76	0.68	0.3	1.76	0.95	0.39	1.35	0.68	0.3	1.35	0.68	0.39	2.03	0.95	0.24	1.35	1.35	0.3	1.49	1.62	0.36	1.35	1.35	0.39	1.49	1.35	0.15	1.35	2.03	0.27	2.03	1.08	0.24	1.35	2.03	0.33
21	47.74	39.28	42.31	100	0.5	0	0	1	1	5.01	6.02	0.89	3.51	7.52	1.11	4.01	6.02	0.56	7.52	5.52	1.23	4.01	6.52	1.34	2.51	6.52	1.11	5.01	4.51	1.23	4.01	3.51	0.56	4.01	5.01	0.89	5.01	2.51	1.45	6.02	2.51	1	2.51	6.02	1.23	5.52	6.52	0.56	5.01	6.02	1.11
22	47.33	41.04	56.92	100	0.5	1	1	1	2	4.54	5.05	1.46	4.04	7.57	0.79	7.57	7.57	0.9	3.53	5.05	0.9	6.06	7.57	1.01	6.56	5.05	1.23	6.56	6.56	1.68	6.56	5.05	1.01	7.57	3.53	1.23	2.52	2.52	0.79	6.56	4.54	1.46	4.54	2.52	0.56	5.05	6.06	1.12	2.52	3.53	1.46
