60	12	250	8000	3											
20	10	4	240	100											
20	30	40													
0	47.82	38.55	5000	0	0										
1	43.57	40.35	29.57	80	10.00	0	0	1	2	5.91	3.94	0.00	5.91	3.94	0.00	5.91	3.94	0.00	5.91	3.94	0.00
2	43.17	37.82	46.67	80	10.00	0	0	1	3	8.00	5.33	0.00	8.00	5.33	0.00    8.00	5.33	0.00	8.00	5.33	0.00
3	42.32	40.07	33.21	80	10.00	0	0	1	4	3.99	2.66	0.00	3.99	2.66	0.00    3.99	2.66	0.00	3.99	2.66	0.00
4	43.17	37.82	14.14	80	10.00	0	0	1	4	4.24	2.83	0.00	4.24	2.83	0.00    4.24	2.83	0.00	4.24	2.83	0.00
5	40.63	39.20	37.86	80	10.00	1	1	0	1	4.54	3.03	0.00	4.54	3.03	0.00    4.54	3.03	0.00	4.54	3.03	0.00
6	42.62	39.85	27.86	80	10.00	1	1	0	2	2.79	1.86	0.00	2.79	1.86	0.00    2.79	1.86	0.00	2.79	1.86	0.00
7	44.32	40.27	50.14	80	10.00	1	1	0	2	6.69	4.46	0.00	6.69	4.46	0.00    6.69	4.46	0.00	6.69	4.46	0.00
8	45.59	40.12	60.00	80	10.00	0	0	1	1	6.00	4.00	0.00	6.00	4.00	0.00    6.00	4.00	0.00	6.00	4.00	0.00
9	47.91	41.81	30.48	80	10.00	0	0	1	3	4.57	3.05	0.00	4.57	3.05	0.00    4.57	3.05	0.00	4.57	3.05	0.00
10	51.82	39.11	53.54	80	10.00	0	0	1	10	8.03	5.35	0.00	8.03	5.35	0.00    8.03	5.35	0.00	8.03	5.35	0.00
11	48.86	38.64	3.14	80	10.00	0	0	1	1	3.77	2.51	0.00	3.77	2.51	0.00    3.77	2.51	0.00	3.77	2.51	0.00
12	48.30	40.45	5.50	80	10.00	0	0	1	1	6.60	4.40	0.00	6.60	4.40	0.00    6.60	4.40	0.00	6.60	4.40	0.00
13	46.69	38.50	11.14	80	10.00	0	0	1	2	4.46	2.97	0.00	4.46	2.97	0.00    4.46	2.97	0.00	4.46	2.97	0.00
14	46.17	40.26	10.96	80	10.00	0	0	1	4	6.58	4.39	0.00	6.58	4.39	0.00    6.58	4.39	0.00	6.58	4.39	0.00
15	47.76	42.01	43.59	80	10.00	0	0	1	5	5.81	3.87	0.00	5.81	3.87	0.00    5.81	3.87	0.00	5.81	3.87	0.00
16	47.82	41.80	72.29	80	10.00	0	0	1	6	7.89	5.26	0.00	7.89	5.26	0.00    7.89	5.26	0.00	7.89	5.26	0.00
17	48.47	41.53	5.29	80	10.00	0	0	1	6	6.34	4.23	0.00	6.34	4.23	0.00    6.34	4.23	0.00	6.34	4.23	0.00
18	48.09	41.60	40.29	80	10.00	0	0	1	2	8.06	5.37	0.00	8.06	5.37	0.00    8.06	5.37	0.00	8.06	5.37	0.00
19	47.74	39.28	11.14	80	10.00	0	0	1	1	6.69	4.46	0.00	6.69	4.46	0.00    6.69	4.46	0.00	6.69	4.46	0.00
20	47.10	40.21	10.00	80	10.00	0	0	1	1	3.00	2.00	0.00	3.00	2.00	0.00    3.00	2.00	0.00	3.00	2.00	0.00
21	46.15	40.81	2.55	80	10.00	0	0	1	3	3.06	2.04	0.00	3.06	2.04	0.00    3.06	2.04	0.00	3.06	2.04	0.00
22	47.74	39.28	30.33	80	10.00	0	0	1	3	5.20	3.47	0.00	5.20	3.47	0.00    5.20	3.47	0.00	5.20	3.47	0.00
23	47.91	41.81	22.86	80	10.00	0	0	1	3	6.86	4.57	0.00	6.86	4.57	0.00    6.86	4.57	0.00	6.86	4.57	0.00
24	45.90	41.11	5.87	80	10.00	0	0	1	5	7.05	4.70	0.00	7.05	4.70	0.00    7.05	4.70	0.00	7.05	4.70	0.00
25	47.91	41.81	63.51	80	10.00	0	0	1	6	6.93	4.62	0.00	6.93	4.62	0.00    6.93	4.62	0.00	6.93	4.62	0.00
26	48.79	41.56	15.71	80	10.00	0	0	1	1	4.71	3.14	0.00	4.71	3.14	0.00    4.71	3.14	0.00	4.71	3.14	0.00
27	47.87	41.57	34.71	80	10.00	0	0	1	1	6.94	4.63	0.00	6.94	4.63	0.00    6.94	4.63	0.00	6.94	4.63	0.00
28	49.04	40.30	0.00	80	10.00	1	1	0	1	3.26	2.17	0.00	3.26	2.17	0.00    3.26	2.17	0.00	3.26	2.17	0.00
29	47.72	41.34	14.00	80	10.00	1	1	0	1	2.40	1.60	0.00	2.40	1.60	0.00    2.40	1.60	0.00	2.40	1.60	0.00
30	47.74	39.28	7.29	80	10.00	1	1	0	1	4.37	2.91	0.00	4.37	2.91	0.00    4.37	2.91	0.00	4.37	2.91	0.00
31	47.75	42.07	0.00	80	10.00	1	1	0	1	3.94	2.63	0.00	3.94	2.63	0.00    3.94	2.63	0.00	3.94	2.63	0.00
32	47.98	41.58	0.00	80	10.00	1	1	0	1	3.94	2.63	0.00	3.94	2.63	0.00    3.94	2.63	0.00	3.94	2.63	0.00
33	47.83	41.47	52.64	80	10.00	1	1	0	1	5.74	3.83	0.00	5.74	3.83	0.00    5.74	3.83	0.00	5.74	3.83	0.00
34	47.22	39.04	55.29	80	10.00	1	1	0	2	5.53	3.69	0.00	5.53	3.69	0.00    5.53	3.69	0.00	5.53	3.69	0.00
