DIMENSION: 201
HORIZON: 6
SUPPLIER_COORD_COORD_STARTING LEVEL_ QUANTITY MADE AVAILABLE_COST 
1	 295.0	 335.0	 28904	 11451	 0.30
RETAILER_COORD_COORD_STARTING LEVEL_MAX LEVEL_MIN LEVEL_COST
2	 46.0	 308.0	 132	 198	 0	 0.23
3	 193.0	 96.0	 148	 222	 0	 0.32
4	 401.0	 145.0	 152	 228	 0	 0.33
5	 79.0	 102.0	 126	 189	 0	 0.23
6	 359.0	 22.0	 93	 186	 0	 0.18
7	 430.0	 444.0	 28	 56	 0	 0.29
8	 50.0	 498.0	 81	 162	 0	 0.42
9	 46.0	 32.0	 54	 108	 0	 0.42
10	 18.0	 473.0	 164	 246	 0	 0.24
11	 104.0	 308.0	 88	 132	 0	 0.43
12	 379.0	 57.0	 90	 180	 0	 0.18
13	 103.0	 391.0	 48	 96	 0	 0.22
14	 276.0	 3.0	 54	 81	 0	 0.24
15	 353.0	 163.0	 81	 162	 0	 0.31
16	 301.0	 180.0	 75	 150	 0	 0.22
17	 118.0	 347.0	 19	 38	 0	 0.38
18	 485.0	 305.0	 81	 162	 0	 0.13
19	 253.0	 386.0	 63	 126	 0	 0.43
20	 389.0	 222.0	 180	 270	 0	 0.37
21	 285.0	 171.0	 64	 128	 0	 0.17
22	 99.0	 118.0	 50	 75	 0	 0.45
23	 232.0	 158.0	 192	 288	 0	 0.46
24	 251.0	 265.0	 77	 154	 0	 0.22
25	 429.0	 457.0	 132	 198	 0	 0.28
26	 168.0	 114.0	 42	 63	 0	 0.21
27	 478.0	 147.0	 160	 240	 0	 0.47
28	 388.0	 160.0	 144	 216	 0	 0.32
29	 405.0	 182.0	 41	 82	 0	 0.16
30	 155.0	 153.0	 192	 288	 0	 0.10
31	 287.0	 17.0	 160	 240	 0	 0.14
32	 434.0	 436.0	 87	 174	 0	 0.35
33	 211.0	 334.0	 21	 42	 0	 0.35
34	 8.0	 252.0	 158	 237	 0	 0.29
35	 280.0	 337.0	 168	 252	 0	 0.24
36	 146.0	 58.0	 88	 176	 0	 0.21
37	 387.0	 241.0	 29	 58	 0	 0.23
38	 448.0	 487.0	 79	 158	 0	 0.33
39	 380.0	 197.0	 48	 96	 0	 0.46
40	 194.0	 340.0	 158	 237	 0	 0.36
41	 396.0	 159.0	 17	 34	 0	 0.29
42	 181.0	 453.0	 88	 132	 0	 0.43
43	 177.0	 77.0	 91	 182	 0	 0.19
44	 112.0	 207.0	 156	 234	 0	 0.31
45	 366.0	 364.0	 35	 70	 0	 0.31
46	 441.0	 296.0	 166	 249	 0	 0.39
47	 256.0	 226.0	 34	 51	 0	 0.23
