101	6	2802
1	435.0	167.0	14116	5604	0.30
2	272.0	282.0	98	147	0	49	0.23
3	256.0	491.0	56	84	0	28	0.32
4	446.0	135.0	94	141	0	47	0.33
5	187.0	93.0	72	108	0	36	0.23
6	72.0	499.0	68	136	0	68	0.18
7	17.0	87.0	18	36	0	18	0.29
8	70.0	312.0	13	26	0	13	0.42
9	383.0	130.0	56	84	0	28	0.42
10	382.0	269.0	156	234	0	78	0.24
11	200.0	439.0	28	56	0	28	0.43
12	148.0	148.0	118	177	0	59	0.18
13	346.0	14.0	146	219	0	73	0.22
14	78.0	215.0	64	128	0	64	0.24
15	3.0	308.0	31	62	0	31	0.31
16	32.0	426.0	194	291	0	97	0.22
17	208.0	301.0	55	110	0	55	0.38
18	95.0	66.0	80	160	0	80	0.13
19	430.0	284.0	61	122	0	61	0.43
20	124.0	194.0	54	81	0	27	0.37
21	316.0	80.0	102	153	0	51	0.17
22	325.0	176.0	55	110	0	55	0.45
23	67.0	142.0	87	174	0	87	0.46
24	444.0	53.0	40	80	0	40	0.22
25	338.0	440.0	96	192	0	96	0.28
26	410.0	90.0	79	158	0	79	0.21
27	497.0	154.0	83	166	0	83	0.47
28	83.0	294.0	76	114	0	38	0.32
29	329.0	351.0	61	122	0	61	0.16
30	450.0	465.0	176	264	0	88	0.10
31	219.0	234.0	96	144	0	48	0.14
32	195.0	379.0	22	33	0	11	0.35
33	251.0	439.0	120	180	0	60	0.35
34	446.0	396.0	72	108	0	36	0.29
35	77.0	391.0	158	237	0	79	0.24
36	230.0	348.0	180	270	0	90	0.21
37	78.0	269.0	78	156	0	78	0.23
38	73.0	358.0	90	135	0	45	0.33
39	407.0	381.0	81	162	0	81	0.46
40	198.0	69.0	84	126	0	42	0.36
41	337.0	143.0	84	126	0	42	0.29
42	33.0	103.0	60	90	0	30	0.43
43	325.0	223.0	76	152	0	76	0.19
44	57.0	303.0	178	267	0	89	0.31
45	495.0	200.0	56	112	0	56	0.31
46	268.0	107.0	22	44	0	22	0.39
47	152.0	302.0	32	48	0	16	0.23
48	81.0	85.0	66	99	0	33	0.44
49	2.0	306.0	114	171	0	57	0.39
50	4.0	9.0	116	174	0	58	0.25
51	366.0	28.0	122	183	0	61	0.37
52	136.0	432.0	44	88	0	44	0.41
53	95.0	251.0	152	228	0	76	0.25
54	88.0	350.0	63	126	0	63	0.40
55	412.0	219.0	56	112	0	56	0.34
56	402.0	208.0	31	62	0	31	0.37
57	26.0	114.0	42	63	0	21	0.45
58	182.0	146.0	98	196	0	98	0.49
59	44.0	74.0	50	100	0	50	0.14
60	143.0	371.0	64	128	0	64	0.34
61	472.0	214.0	190	285	0	95	0.12
62	408.0	230.0	112	168	0	56	0.12
63	320.0	89.0	67	134	0	67	0.17
64	147.0	333.0	68	136	0	68	0.18
65	69.0	350.0	24	48	0	24	0.45
66	67.0	233.0	18	36	0	18	0.48
67	405.0	219.0	22	44	0	22	0.36
68	444.0	470.0	52	104	0	52	0.46
69	260.0	278.0	15	30	0	15	0.29
70	237.0	85.0	78	156	0	78	0.39
71	449.0	110.0	198	297	0	99	0.10
72	346.0	303.0	76	114	0	38	0.44
73	460.0	34.0	168	252	0	84	0.41
74	420.0	39.0	176	264	0	88	0.16
75	384.0	183.0	154	231	0	77	0.22
76	419.0	412.0	84	126	0	42	0.36
77	112.0	258.0	31	62	0	31	0.26
78	410.0	457.0	152	228	0	76	0.30
79	469.0	478.0	72	108	0	36	0.35
80	56.0	397.0	82	164	0	82	0.38
81	459.0	269.0	188	282	0	94	0.21
82	416.0	355.0	72	144	0	72	0.20
83	220.0	21.0	40	80	0	40	0.16
84	98.0	478.0	110	165	0	55	0.45
85	182.0	399.0	63	126	0	63	0.37
86	490.0	315.0	144	216	0	72	0.22
87	5.0	16.0	99	198	0	99	0.24
88	384.0	414.0	108	162	0	54	0.20
89	141.0	233.0	148	222	0	74	0.50
90	288.0	182.0	166	249	0	83	0.45
91	439.0	31.0	61	122	0	61	0.23
92	285.0	423.0	42	84	0	42	0.13
93	167.0	92.0	37	74	0	37	0.30
94	8.0	334.0	58	87	0	29	0.15
95	97.0	220.0	132	198	0	66	0.46
96	173.0	448.0	114	171	0	57	0.28
97	480.0	79.0	24	48	0	24	0.15
98	473.0	428.0	74	148	0	74	0.27
99	481.0	134.0	32	64	0	32	0.38
100	264.0	295.0	80	120	0	40	0.16
101	347.0	46.0	57	114	0	57	0.25
