31	3	765
1	407.0	331.0	3884	1531	0.30
2	475.0	277.0	40	80	0	40	0.33
3	166.0	149.0	45	90	0	45	0.41
4	349.0	302.0	198	297	0	99	0.47
5	153.0	37.0	14	28	0	14	0.36
6	268.0	232.0	176	264	0	88	0.48
7	194.0	384.0	82	123	0	41	0.24
8	343.0	432.0	128	192	0	64	0.48
9	17.0	197.0	56	112	0	56	0.49
10	103.0	180.0	16	32	0	16	0.39
11	427.0	458.0	36	72	0	36	0.17
12	345.0	342.0	44	88	0	44	0.49
13	243.0	291.0	196	294	0	98	0.32
14	111.0	60.0	86	129	0	43	0.39
15	24.0	326.0	84	126	0	42	0.37
16	252.0	361.0	70	105	0	35	0.29
17	37.0	462.0	55	110	0	55	0.32
18	255.0	384.0	158	237	0	79	0.25
19	195.0	207.0	164	246	0	82	0.17
20	134.0	364.0	46	92	0	46	0.24
21	396.0	268.0	48	72	0	24	0.45
22	211.0	121.0	98	147	0	49	0.24
23	206.0	50.0	36	54	0	18	0.28
24	238.0	494.0	64	96	0	32	0.31
25	405.0	318.0	64	128	0	64	0.22
26	135.0	367.0	48	96	0	48	0.24
27	486.0	260.0	56	84	0	28	0.34
28	214.0	274.0	14	28	0	14	0.38
29	329.0	364.0	37	74	0	37	0.42
30	158.0	74.0	98	196	0	98	0.12
31	275.0	357.0	96	192	0	96	0.31
