100	42	300	30	2																																															
20	10	4	240	6																																															
40	65																																																		
0	47.82	38.55	5000	0	0																																														
1	54.79	40.7	26	100	0.5	1	1	1	1	1.67	3.68	0.59	3.01	2.34	0.59	3.34	4.35	0.82	2.67	4.35	0.37	2.34	5.01	0.52	3.01	3.68	1.11	3.34	1.67	0.37	4.35	5.01	1.11	3.01	4.01	0.67	2.67	3.34	0.89	4.35	3.34	0.89	4.01	5.01	1.11	5.01	5.01	0.67	3.68	3.34	0.52
2	45.9	41.11	57.07	100	0.5	0	0	1	5	4.23	5.81	0.94	5.28	2.64	1.53	4.23	4.23	0.59	5.28	6.87	1.53	3.7	4.76	0.94	5.81	2.64	0.82	4.23	5.28	1.41	4.76	5.28	0.94	7.93	5.81	1.17	6.34	6.34	1.76	6.87	5.81	1.06	5.81	6.34	1.76	3.7	4.23	0.94	4.76	7.93	1.17
3	50.35	38.62	11.07	100	0.5	1	1	0	1	1.49	1.62	0.15	0.68	1.35	0.33	2.03	1.76	0.33	1.62	1.49	0.33	1.76	1.08	0.15	1.08	1.49	0.27	1.62	0.68	0.39	1.35	1.62	0.39	1.35	1.49	0.27	1.76	1.62	0.33	1.76	1.35	0.36	1.22	0.68	0.24	2.03	1.62	0.33	2.03	1.62	0.39
4	48.05	40.66	46.78	100	0.5	1	1	1	1	1.61	0.8	0.32	0.8	2.41	0.54	1.93	2.41	0.29	1.13	0.8	0.29	1.45	1.45	0.32	1.45	2.41	0.18	1.13	1.45	0.39	1.77	1.61	0.36	1.93	0.8	0.36	2.09	1.29	0.32	1.93	1.61	0.46	0.8	2.41	0.32	1.93	1.61	0.18	1.93	1.13	0.25
5	46.5	46.9	22.76	100	0.5	1	1	1	1	7.25	4.83	1.48	4.83	5.44	0.67	6.04	4.83	1.34	4.23	6.04	1.34	5.44	9.06	2.01	7.25	6.04	1.75	7.86	9.06	1.34	6.04	6.04	0.67	3.02	9.06	1.48	4.23	7.86	2.01	6.65	6.04	2.01	4.83	9.06	0.67	4.23	9.06	1.34	7.25	3.02	1.21
6	42.86	27.62	64.84	100	0.5	0	0	1	5	5.11	3.75	0.68	5.11	3.41	0.61	3.41	2.73	0.68	2.39	3.75	0.61	4.43	4.43	1.14	3.41	2.39	0.76	2.39	2.73	0.76	4.09	3.41	0.91	3.41	3.41	0.68	3.75	4.43	0.53	3.41	4.09	0.68	2.73	2.73	0.68	3.75	2.39	0.76	2.39	1.7	0.76
7	35.41	32.36	10.68	100	0.5	1	1	0	1	3.18	2.48	0.86	2.83	1.77	0.94	3.54	4.24	0.39	2.48	3.89	1.18	3.18	4.6	1.02	3.89	5.3	0.63	2.83	3.54	1.02	3.54	1.77	0.63	4.6	5.3	0.71	4.6	3.54	0.79	2.48	2.83	0.86	1.77	3.54	0.63	3.18	3.54	0.86	1.77	3.54	0.86
8	51.91	40.92	11.89	100	0.5	1	1	0	1	1.54	2.12	0.3	2.31	2.51	0.51	1.93	2.31	0.56	1.93	2.12	0.64	1.74	1.35	0.39	1.93	1.74	0.43	2.51	1.74	0.56	1.35	2.31	0.3	1.54	2.12	0.43	1.93	1.54	0.43	2.31	2.31	0.21	0.96	1.74	0.39	2.89	1.93	0.47	2.31	1.93	0.21
9	49.71	40.72	48.17	100	0.5	0	0	1	1	4.53	4.53	0.81	2.42	3.63	0.34	3.63	2.72	0.67	3.02	3.93	0.47	2.12	4.53	0.67	4.53	2.42	0.34	3.93	2.12	1.01	3.02	2.12	0.47	3.93	2.42	0.67	3.93	3.63	0.67	2.72	2.72	0.87	2.42	3.93	0.67	3.32	1.51	0.6	2.42	1.51	0.54
10	56.52	42.85	37.87	100	0.5	1	1	1	1	2.25	3.15	0.9	6.75	4.5	0.9	3.6	3.6	1.3	3.6	4.95	0.9	4.95	4.5	1	3.6	5.4	0.8	5.85	4.5	1.5	6.75	5.4	0.9	2.25	6.75	0.9	4.5	4.5	1	3.15	3.6	1	4.05	4.5	1.2	6.75	4.95	1.5	5.85	4.5	0.8
11	56.03	45.09	40.13	100	0.5	1	1	0	1	4.5	3.15	1.3	4.5	4.5	1	4.5	4.5	1	4.5	6.75	0.8	4.5	5.4	1.1	3.15	4.95	0.5	2.25	4.95	0.5	5.4	4.05	1.5	4.5	4.5	1.5	6.75	4.5	0.5	2.25	4.95	1	4.5	4.05	1.3	6.75	4.5	1.3	4.5	6.75	1
12	55.54	41.37	36.76	100	0.5	1	1	0	1	2.76	2.26	0.39	1.76	2.01	0.28	1.76	2.76	0.45	3.76	1.76	0.61	2.51	3.26	0.61	2.76	2.01	0.72	2.51	1.25	0.5	3.76	3.26	0.45	3.26	3.76	0.28	2.01	1.25	0.67	2.51	2.51	0.39	3.01	3.26	0.67	2.51	2.51	0.67	1.25	2.51	0.72
13	52.9	43.6	28.14	100	0.5	1	1	0	1	3.65	4.05	1.35	6.08	2.84	0.99	3.24	4.86	0.81	4.46	4.46	1.17	2.84	4.05	1.35	6.08	2.84	1.35	2.84	2.03	0.72	4.86	3.24	0.81	2.84	6.08	0.9	3.24	5.27	1.08	2.84	2.84	0.72	4.86	3.65	0.63	5.27	2.03	0.99	3.65	4.05	0.81
14	52.02	42.21	38.63	100	0.5	0	0	1	6	3.49	3.99	1.33	4.99	2.49	0.55	2.49	7.48	1	4.99	5.49	0.55	7.48	4.49	1	4.99	3.99	1.11	6.48	2.49	1.33	4.49	4.49	1.22	4.49	3.49	1.11	4.99	7.48	0.89	4.49	6.48	0.55	3.49	2.49	0.55	6.48	4.99	0.55	5.98	6.48	0.55
15	54.73	27.53	61.52	100	0.5	0	0	1	3	3.13	2.19	0.63	4.69	3.75	1.04	3.44	2.5	0.63	2.5	1.56	0.83	4.07	1.56	0.63	2.82	1.56	0.76	3.13	3.13	0.7	1.56	4.69	0.35	4.07	2.19	1.04	2.5	2.82	0.56	4.07	3.13	0.7	2.82	3.13	0.9	4.69	2.19	0.56	3.13	4.69	0.63
16	54.94	31.92	44.85	100	0.5	1	1	0	2	2.36	1.42	0.39	1.1	1.26	0.42	1.89	0.79	0.53	2.36	1.1	0.28	1.1	1.73	0.32	1.26	0.79	0.32	0.79	2.36	0.25	2.05	0.79	0.39	1.26	1.89	0.18	1.73	1.26	0.35	2.36	1.58	0.32	1.1	1.89	0.53	2.05	1.58	0.25	0.79	1.58	0.46
17	53.73	42.95	35.87	100	0.5	0	0	1	6	6.96	4.64	1.24	5.57	6.96	1.03	4.64	3.25	1.55	5.1	2.32	0.93	5.57	6.96	0.93	5.1	6.03	1.24	4.64	4.17	1.34	2.32	5.1	1.13	4.64	6.03	1.24	2.32	2.32	0.72	4.17	4.64	1.03	5.1	2.32	1.03	3.25	4.64	1.24	4.64	3.25	0.93
18	35.66	34.52	22.62	100	0.5	1	1	0	2	4.44	3.55	0.53	2.66	2.07	0.53	3.55	1.48	0.85	3.25	2.96	0.66	2.07	3.25	0.59	2.07	1.48	0.99	2.07	2.96	0.79	4.44	4.44	0.66	4.44	3.25	0.79	3.55	3.84	0.53	1.48	3.84	0.66	3.25	1.48	0.72	2.96	2.96	0.99	2.66	2.96	0.46
19	44.58	65.53	54.39	100	0.5	1	1	1	1	1.76	1.49	0.15	1.49	1.08	0.27	1.22	1.35	0.36	1.08	1.76	0.39	1.76	1.35	0.3	1.76	0.68	0.36	0.68	1.35	0.27	1.35	1.49	0.24	1.08	1.35	0.39	0.68	1.62	0.33	1.08	1.35	0.24	1.35	1.35	0.3	1.49	2.03	0.3	1.35	1.35	0.15
20	54.65	45.77	28.6	100	0.5	1	1	0	1	1.49	1.35	0.45	0.68	1.49	0.36	0.95	1.35	0.45	1.35	1.35	0.27	1.35	1.22	0.3	0.95	1.22	0.3	1.35	1.62	0.33	1.22	0.95	0.3	1.08	1.49	0.3	1.35	2.03	0.3	1.49	1.76	0.21	1.22	1.49	0.15	1.62	1.49	0.45	1.35	1.08	0.27
21	47.74	39.28	59.73	100	0.5	0	0	1	1	6.02	2.51	0.56	7.52	4.51	1.45	6.02	3.51	1.23	4.51	6.52	1.45	4.51	7.52	0.78	6.02	5.52	1.11	5.01	5.01	1.11	2.51	3.51	1.67	5.01	6.02	0.89	5.52	4.51	1	4.51	3.51	0.56	5.01	4.51	1.45	5.52	4.01	1.11	2.51	5.01	1.45
22	47.33	41.04	58.66	100	0.5	1	1	1	2	4.54	3.53	0.79	5.55	7.57	1.35	4.54	4.04	1.01	4.54	5.05	1.01	7.57	7.57	1.12	6.56	2.52	0.56	5.05	4.04	1.35	7.57	7.57	0.56	4.54	5.05	1.12	2.52	5.05	1.68	3.53	3.53	1.35	5.55	5.55	0.56	4.54	5.05	1.23	7.57	6.56	0.9
23	55.68	44.51	60.39	100	0.5	1	1	0	1	1.93	2.12	0.43	2.31	0.96	0.43	1.93	1.93	0.64	2.51	2.89	0.43	1.93	1.93	0.43	1.54	2.31	0.51	0.96	2.31	0.51	2.51	1.35	0.56	0.96	2.89	0.56	0.96	0.96	0.51	0.96	2.31	0.43	1.74	1.54	0.43	1.54	1.93	0.21	1.93	0.96	0.56
24	46.69	38.5	63.91	100	0.5	0	0	1	2	4.01	5.01	0.89	4.01	1.67	0.59	3.01	2.67	0.37	3.01	3.34	0.74	5.01	5.01	0.89	4.35	3.01	0.67	4.35	3.68	0.74	4.35	3.34	0.59	4.01	5.01	0.82	2.34	2.67	1.11	3.01	3.01	0.67	5.01	3.34	0.82	2.34	4.35	1.11	3.34	5.01	0.74
25	60.33	47.89	57.15	100	0.5	1	1	0	1	2.55	3.68	0.69	2.26	3.11	0.69	4.24	3.11	0.5	4.24	1.98	0.94	2.26	3.68	0.75	2.55	2.83	0.82	2.83	4.24	0.5	4.24	2.55	0.63	3.11	2.83	0.75	1.41	3.11	0.5	2.55	4.24	0.82	1.41	2.55	0.44	2.55	3.68	0.63	2.83	1.98	0.75
26	52.9	36.3	37.59	100	0.5	1	1	0	1	1.29	1.93	0.26	1.16	1.16	0.14	0.9	1.67	0.29	1.29	1.93	0.31	1.29	0.64	0.29	1.29	1.54	0.26	0.9	1.93	0.34	0.9	0.64	0.37	1.93	1.54	0.31	1.29	0.9	0.26	0.9	1.93	0.34	0.64	1.93	0.31	1.29	1.93	0.29	1.16	1.29	0.37
27	47.91	41.81	51.01	100	0.5	0	0	1	3	4.63	2.57	1.14	5.66	6.17	1.37	6.69	4.63	1.37	4.63	6.17	1.03	3.6	5.14	1.49	2.57	5.66	0.8	5.14	2.57	1.49	3.6	6.17	1.37	5.66	6.69	1.03	4.63	4.11	1.26	4.11	7.71	1.71	2.57	3.6	1.26	5.14	5.14	0.57	5.14	4.11	1.71
28	48.92	43.15	23.37	100	0.5	1	1	1	1	2.52	2.52	0.77	3.15	2.84	0.35	2.52	2.21	0.91	3.15	4.1	1.05	1.58	3.15	0.56	4.1	3.15	0.7	2.21	4.73	0.35	3.47	4.73	0.91	3.47	1.58	0.56	2.84	2.21	0.56	2.21	2.84	0.91	4.73	4.1	0.84	4.1	3.78	0.91	4.73	3.15	1.05
29	49	41.34	64.7	100	0.5	1	1	1	1	4.24	4.24	1.23	2.97	3.82	1.23	4.24	2.97	1.04	3.82	4.67	0.94	4.24	2.12	1.04	3.82	3.82	0.47	4.67	2.97	1.41	5.09	4.67	1.13	6.36	4.24	0.94	2.12	4.24	0.75	4.67	2.97	0.47	5.52	3.39	0.94	6.36	5.09	0.94	4.24	4.67	1.41
30	51.52	43.01	16.45	100	0.5	1	1	0	1	1.63	1.04	0.33	2.22	2.22	0.3	1.48	1.18	0.39	1.33	0.74	0.23	1.77	1.18	0.26	1.77	1.33	0.43	1.77	1.33	0.16	1.92	1.04	0.23	1.33	2.22	0.3	1.48	1.48	0.49	1.48	1.48	0.39	1.92	1.18	0.49	1.48	2.22	0.3	1.92	1.77	0.33
31	55.79	22.05	36.17	100	0.5	0	0	1	1	1.26	1.44	0.2	2.7	1.8	0.4	2.34	1.8	0.28	1.8	1.26	0.6	1.8	1.44	0.2	1.8	2.16	0.36	1.8	1.62	0.4	2.16	1.62	0.44	0.9	1.26	0.6	2.7	1.62	0.36	0.9	1.44	0.4	1.26	1.26	0.6	1.26	1.44	0.52	0.9	1.98	0.2
32	48.3	40.45	15.5	100	0.5	0	0	1	1	4.95	3.47	1.32	3.47	5.94	0.88	3.47	4.95	1.65	4.46	4.46	1.65	6.44	3.47	1.1	4.95	4.46	1.21	2.48	4.95	0.88	7.43	4.95	1.65	4.46	3.96	1.65	3.47	3.47	0.99	4.95	2.48	0.88	2.48	2.48	0.77	4.95	4.46	1.65	6.44	2.48	0.88
33	36.7	35.17	39.23	100	0.5	0	0	1	1	4.53	5.66	0.88	4.53	5.66	1.38	7.35	5.66	1.13	6.79	6.79	1.01	5.09	5.09	0.88	8.49	6.79	1.51	6.22	4.53	1.26	5.66	5.66	1.01	5.66	6.79	1.51	4.53	5.66	1.51	7.35	6.79	1.63	6.22	2.83	1.51	6.79	8.49	1.01	5.66	6.79	1.63
34	38.61	35.52	37.78	100	0.5	1	1	0	1	2.89	2.31	0.43	1.93	1.93	0.21	0.96	1.93	0.51	1.54	1.54	0.39	2.12	1.93	0.51	1.74	0.96	0.3	2.89	1.93	0.56	1.74	1.54	0.56	1.93	2.12	0.51	0.96	2.31	0.34	1.35	1.93	0.56	1.93	2.12	0.34	1.93	2.12	0.43	2.51	0.96	0.39
35	47.76	42.01	48.64	100	0.5	0	0	1	5	5.67	6.54	0.77	4.36	3.92	1.45	6.54	3.92	0.87	3.92	3.49	0.97	5.67	4.36	0.97	5.67	5.67	1.45	5.23	4.79	1.16	2.18	3.49	0.77	5.23	5.23	1.16	5.67	3.05	1.07	6.54	4.36	1.16	2.18	3.49	0.68	5.67	5.67	1.07	4.36	5.67	0.97
36	56.45	43	9.07	100	0.5	1	1	0	1	1.74	1.91	0.42	1.74	1.74	0.46	2.6	1.56	0.31	1.74	1.39	0.27	1.56	0.87	0.39	2.26	1.56	0.39	2.6	2.6	0.39	2.26	2.26	0.31	2.6	1.39	0.58	1.74	1.91	0.35	2.6	1.56	0.39	1.39	1.39	0.5	2.26	0.87	0.46	1.74	1.74	0.58
37	47.34	43.41	29.72	100	0.5	1	1	0	1	5.35	2.88	0.73	3.29	3.7	1.1	6.17	2.06	0.82	6.17	4.53	0.64	5.35	4.53	1.01	2.88	6.17	0.73	4.53	4.11	0.64	4.94	4.11	0.91	2.06	4.53	0.91	4.53	6.17	1.37	4.11	4.94	0.91	4.11	2.88	0.64	3.29	4.94	0.46	4.94	3.29	1.19
38	50.62	40.96	7.99	100	0.5	0	0	1	2	5.13	6.41	1.43	4.28	4.7	0.48	5.56	4.28	0.86	4.28	5.13	0.86	6.41	3.42	1.14	2.99	2.99	1.24	4.28	6.41	0.95	4.28	3.85	0.86	4.28	2.99	1.05	4.28	5.13	0.95	4.28	4.28	1.14	5.56	4.28	0.76	6.41	3.85	0.86	5.13	4.28	0.67
