76	3	2933			
1	223	222			
2	420	296	285	0.37	1
3	317	117	52	0.47	2
4	375	295	192	0.36	3
5	283	448	194	0.29	1
6	126	74	193	0.43	2
7	312	104	52	0.47	3
8	347	184	167	0.31	1
9	389	5	101	0.25	2
10	307	376	135	0.32	3
11	49	64	133	0.24	1
12	276	374	97	0.3	2
13	51	473	133	0.2	3
14	235	225	58	0.21	1
15	108	475	244	0.34	2
16	242	123	146	0.48	3
17	298	101	104	0.11	1
18	322	144	232	0.12	2
19	334	163	168	0.42	3
20	489	412	79	0.49	1
21	271	171	142	0.3	2
22	499	198	244	0.21	3
23	320	34	33	0.23	1
24	216	208	255	0.45	2
25	86	388	258	0.33	3
26	249	270	230	0.11	1
27	74	252	115	0.33	2
28	36	480	255	0.36	3
29	15	20	283	0.33	1
30	38	317	286	0.11	2
31	231	66	74	0.45	3
32	192	454	86	0.19	1
33	49	174	195	0.49	2
34	33	274	70	0.28	3
35	39	481	124	0.19	1
36	95	95	94	0.48	2
37	135	330	263	0.39	3
38	78	161	192	0.19	1
39	386	116	215	0.37	2
40	266	188	220	0.4	3
41	145	381	60	0.24	1
42	280	371	177	0.15	2
43	254	7	78	0.14	3
44	450	491	145	0.12	1
45	233	98	255	0.42	2
46	89	106	35	0.24	3
47	339	106	185	0.41	1
48	470	325	65	0.38	2
49	166	14	233	0.12	3
50	49	189	214	0.34	1
51	443	336	245	0.48	2
52	37	397	258	0.44	3
53	312	17	37	0.42	1
54	155	364	50	0.23	2
55	101	317	240	0.12	3
56	147	132	190	0.5	1
57	139	3	56	0.25	2
58	208	163	171	0.22	3
59	415	52	286	0.27	1
60	244	183	192	0.39	2
61	106	465	45	0.19	3
62	238	366	225	0.43	1
63	239	278	150	0.19	2
64	455	449	271	0.29	3
65	245	345	253	0.21	1
66	286	406	198	0.43	2
67	180	137	195	0.32	3
68	269	303	47	0.12	1
69	332	292	185	0.42	2
70	162	212	73	0.32	3
71	151	352	149	0.36	1
72	147	25	54	0.11	2
73	453	110	91	0.16	3
74	474	451	71	0.17	1
75	222	486	119	0.42	2
76	169	194	35	0.38	3
