51	6	2013			
1	180	493			
2	458	481	63	0.033	1
3	342	231	150	0.041	2
4	291	167	222	0.047	3
5	60	281	75	0.036	4
6	326	40	219	0.048	5
7	361	76	255	0.024	6
8	462	196	252	0.048	1
9	384	410	30	0.049	2
10	207	232	159	0.039	3
11	364	81	153	0.017	4
12	268	209	240	0.049	5
13	121	41	39	0.032	6
14	50	162	117	0.039	1
15	494	50	51	0.037	2
16	318	187	285	0.029	3
17	367	257	111	0.032	4
18	260	279	96	0.025	5
19	274	141	72	0.017	6
20	364	304	99	0.024	1
21	74	54	210	0.045	2
22	357	276	150	0.024	3
23	171	133	132	0.028	4
24	245	326	57	0.031	5
25	447	377	291	0.022	6
26	497	78	252	0.024	1
27	22	382	108	0.034	2
28	438	238	165	0.038	3
29	174	307	81	0.042	4
30	301	223	288	0.012	5
31	258	291	168	0.031	6
32	33	291	156	0.014	1
33	145	381	237	0.015	2
34	193	489	111	0.025	3
35	493	223	240	0.042	4
36	188	253	225	0.026	5
37	179	21	48	0.035	6
38	139	281	294	0.043	1
39	252	148	129	0.032	2
40	385	9	117	0.021	3
41	403	439	99	0.024	4
42	203	396	183	0.015	5
43	82	56	288	0.015	6
44	219	284	213	0.037	1
45	45	318	171	0.033	2
46	122	483	249	0.035	3
47	303	117	36	0.033	4
48	212	224	39	0.019	5
49	100	55	210	0.035	6
50	27	178	129	0.043	1
51	150	360	288	0.023	2
