51	6	1822			
1	436	498			
2	391	96	252	0.23	1
3	268	146	54	0.32	2
4	358	133	66	0.33	3
5	12	256	39	0.23	4
6	165	108	66	0.18	5
7	172	15	237	0.29	6
8	492	239	234	0.42	1
9	276	382	138	0.42	2
10	241	446	108	0.24	3
11	272	16	216	0.43	4
12	453	141	72	0.18	5
13	124	8	30	0.22	6
14	210	132	45	0.24	1
15	298	210	141	0.31	2
16	63	237	81	0.22	3
17	73	51	261	0.38	4
18	152	155	96	0.13	5
19	454	428	198	0.43	6
20	372	460	204	0.37	1
21	14	310	66	0.17	2
22	71	355	270	0.45	3
23	134	326	210	0.46	4
24	49	265	249	0.22	5
25	189	175	297	0.28	6
26	199	415	72	0.21	1
27	404	276	207	0.47	2
28	87	247	273	0.32	3
29	434	261	147	0.16	4
30	260	44	135	0.1	5
31	251	158	165	0.14	6
32	406	258	270	0.35	1
33	429	76	69	0.35	2
34	438	397	153	0.29	3
35	498	44	72	0.24	4
36	237	250	69	0.21	5
37	435	304	249	0.23	6
38	227	356	135	0.33	1
39	450	29	210	0.46	2
40	277	1	45	0.36	3
41	280	87	204	0.29	4
42	240	279	60	0.43	5
43	416	311	297	0.19	6
44	43	256	174	0.31	1
45	209	163	111	0.31	2
46	324	196	72	0.39	3
47	260	123	30	0.23	4
48	442	444	30	0.44	5
49	320	11	228	0.39	6
50	305	435	102	0.25	1
51	130	272	81	0.37	2
