101	3	4376			
1	30	217			
2	247	358	97	0.02	1
3	484	184	47	0.05	2
4	218	7	259	0.05	3
5	403	77	275	0.05	1
6	419	245	84	0.05	2
7	187	335	144	0.02	3
8	95	54	239	0.01	1
9	86	21	216	0.03	2
10	206	473	205	0.02	3
11	293	39	263	0.01	1
12	48	120	170	0.05	2
13	188	320	85	0.02	3
14	413	469	277	0.03	1
15	420	29	213	0.05	2
16	336	259	168	0.02	3
17	390	176	138	0.02	1
18	414	208	275	0.02	2
19	410	227	290	0.04	3
20	204	131	55	0.05	1
21	295	453	119	0.01	2
22	224	292	224	0.03	3
23	402	24	233	0.05	1
24	267	155	99	0.01	2
25	345	14	299	0.03	3
26	182	31	289	0.02	1
27	379	284	41	0.05	2
28	290	9	170	0.02	3
29	322	337	78	0.03	1
30	17	239	206	0.03	2
31	54	20	145	0.03	3
32	190	357	116	0.05	1
33	166	250	279	0.05	2
34	54	140	254	0.03	3
35	228	491	236	0.04	1
36	285	343	151	0.01	2
37	308	259	203	0.04	3
38	213	389	181	0.04	1
39	77	110	160	0.04	2
40	165	353	112	0.02	3
41	372	412	226	0.03	1
42	233	1	175	0.05	2
43	86	99	116	0.04	3
44	28	119	287	0.05	1
45	225	60	275	0.05	2
46	30	398	39	0.04	3
47	273	300	124	0.05	1
48	73	81	291	0.02	2
49	416	89	30	0.04	3
50	393	366	171	0.05	1
51	326	390	266	0.03	2
52	428	66	263	0.02	3
53	352	123	112	0.02	1
54	70	243	129	0.02	2
55	62	318	241	0.01	3
56	421	288	221	0.04	1
57	410	408	79	0.03	2
58	367	484	115	0.04	3
59	464	72	170	0.04	1
60	337	411	299	0.02	2
61	408	317	113	0.03	3
62	391	254	292	0.01	1
63	484	449	251	0.05	2
64	215	196	40	0.03	3
65	278	187	192	0.04	1
66	353	423	156	0.01	2
67	382	245	39	0.05	3
68	106	221	228	0.03	1
69	90	406	260	0.05	2
70	275	450	171	0.05	3
71	333	304	103	0.01	1
72	119	162	131	0.02	2
73	170	189	166	0.02	3
74	222	366	176	0.04	1
75	60	203	204	0.04	2
76	350	136	121	0.04	3
77	144	130	139	0.01	1
78	81	117	229	0.03	2
79	152	266	248	0.04	3
80	214	262	234	0.04	1
81	25	111	243	0.02	2
82	278	259	79	0.05	3
83	187	465	232	0.03	1
84	60	24	257	0.02	2
85	208	128	293	0.04	3
86	136	330	224	0.03	1
87	333	91	62	0.04	2
88	483	407	263	0.02	3
89	450	220	153	0.02	1
90	242	406	77	0.04	2
91	291	318	148	0.03	3
92	275	36	34	0.02	1
93	149	212	201	0.05	2
94	220	92	210	0.02	3
95	78	247	159	0.02	1
96	97	141	30	0.03	2
97	215	253	67	0.04	3
98	23	148	158	0.02	1
99	300	91	153	0.03	2
100	17	497	75	0.05	3
101	408	260	169	0.02	1
