51	6	1917			
1	308	496			
2	174	288	156	0.48	1
3	305	439	102	0.37	2
4	74	400	144	0.4	3
5	36	268	57	0.49	4
6	495	324	141	0.33	5
7	16	46	111	0.26	6
8	477	217	108	0.25	1
9	330	146	84	0.25	2
10	224	339	270	0.12	3
11	318	48	51	0.3	4
12	361	425	156	0.33	5
13	372	25	33	0.47	6
14	130	397	81	0.11	1
15	396	130	96	0.34	2
16	191	212	183	0.46	3
17	220	154	186	0.15	4
18	456	467	231	0.19	5
19	364	284	270	0.3	6
20	118	382	288	0.1	1
21	44	432	138	0.31	2
22	214	65	210	0.34	3
23	403	480	36	0.37	4
24	147	295	153	0.47	5
25	68	26	294	0.25	6
26	98	247	162	0.42	1
27	213	329	291	0.4	2
28	263	242	219	0.35	3
29	304	284	114	0.29	4
30	280	134	75	0.11	5
31	255	475	165	0.22	6
32	220	274	213	0.45	1
33	287	228	153	0.45	2
34	315	193	132	0.27	3
35	496	133	156	0.13	4
36	212	251	147	0.44	5
37	307	412	150	0.49	6
38	183	68	81	0.38	1
39	351	89	36	0.39	2
40	331	5	81	0.48	3
41	342	263	285	0.26	4
42	222	337	123	0.29	5
43	249	433	291	0.37	6
44	131	270	192	0.34	1
45	127	491	276	0.32	2
46	473	89	162	0.17	3
47	281	370	33	0.48	4
48	327	334	36	0.32	5
49	460	33	84	0.17	6
50	416	307	249	0.14	1
51	390	316	183	0.5	2
