51	6	1869			
1	372	497			
2	283	192	204	0.035	1
3	37	292	78	0.014	2
4	216	267	105	0.017	3
5	24	12	48	0.036	4
6	330	216	105	0.025	5
7	344	30	174	0.048	6
8	484	478	171	0.033	1
9	53	264	246	0.033	2
10	482	393	189	0.038	3
11	45	32	132	0.037	4
12	407	283	114	0.026	5
13	248	16	33	0.035	6
14	420	264	63	0.038	1
15	97	420	255	0.013	2
16	127	474	132	0.034	3
17	147	103	222	0.027	4
18	304	311	162	0.016	5
19	409	356	99	0.037	6
20	245	421	111	0.023	1
21	29	121	102	0.024	2
22	142	210	240	0.039	3
23	268	153	123	0.041	4
24	98	30	201	0.034	5
25	378	351	297	0.047	6
26	399	331	117	0.032	1
27	308	53	114	0.044	2
28	175	495	246	0.013	3
29	369	23	267	0.023	4
30	20	89	240	0.011	5
31	3	316	30	0.018	6
32	313	16	240	0.02	1
33	358	152	111	0.02	2
34	377	295	276	0.048	3
35	497	89	114	0.039	4
36	475	1	108	0.033	5
37	371	108	198	0.036	6
38	455	212	243	0.015	1
39	401	59	123	0.043	2
40	54	3	63	0.022	3
41	61	175	111	0.048	4
42	481	58	90	0.036	5
43	333	122	294	0.028	6
44	87	13	48	0.013	1
45	418	327	192	0.011	2
46	148	393	117	0.028	3
47	21	246	33	0.035	4
48	385	389	33	0.038	5
49	140	22	156	0.028	6
50	110	371	177	0.039	1
51	260	44	132	0.023	2
