101	6	4297			
1	45	474			
2	224	99	79	0.02	1
3	40	341	271	0.02	2
4	332	234	159	0.05	3
5	346	482	272	0.03	4
6	165	120	290	0.01	5
7	225	417	262	0.03	6
8	23	253	84	0.04	1
9	265	310	289	0.05	2
10	258	277	176	0.04	3
11	264	90	64	0.02	4
12	25	469	85	0.01	5
13	55	406	50	0.05	6
14	248	22	284	0.03	1
15	61	150	103	0.03	2
16	64	393	236	0.05	3
17	261	235	298	0.01	4
18	19	85	97	0.04	5
19	167	433	271	0.05	6
20	473	263	111	0.03	1
21	401	317	63	0.05	2
22	249	161	192	0.03	3
23	368	203	70	0.01	4
24	318	405	227	0.04	5
25	96	78	71	0.03	6
26	367	215	274	0.04	1
27	101	39	222	0.03	2
28	371	405	133	0.05	3
29	130	164	72	0.01	4
30	4	338	234	0.04	5
31	130	350	139	0.03	6
32	156	338	34	0.05	1
33	457	70	171	0.03	2
34	292	211	176	0.03	3
35	203	132	268	0.03	4
36	163	383	184	0.02	5
37	292	28	102	0.02	6
38	481	169	200	0.01	1
39	384	103	165	0.02	2
40	384	354	140	0.05	3
41	322	18	226	0.03	4
42	177	338	189	0.01	5
43	253	450	76	0.02	6
44	77	194	89	0.04	1
45	476	452	266	0.02	2
46	400	329	183	0.04	3
47	418	249	167	0.04	4
48	408	412	214	0.01	5
49	146	278	228	0.02	6
50	416	346	95	0.04	1
51	145	5	266	0.04	2
52	143	199	119	0.03	3
53	84	88	127	0.05	4
54	337	333	120	0.03	5
55	229	67	117	0.04	6
56	430	112	44	0.04	1
57	365	427	149	0.04	2
58	413	63	51	0.03	3
59	233	326	173	0.04	4
60	32	39	286	0.05	5
61	451	378	72	0.02	6
62	116	31	74	0.03	1
63	138	424	117	0.03	2
64	266	140	107	0.03	3
65	458	180	147	0.02	4
66	224	209	205	0.04	5
67	233	292	101	0.03	6
68	345	59	284	0.03	1
69	373	66	216	0.02	2
70	333	151	286	0.05	3
71	347	71	87	0.05	4
72	436	25	242	0.04	5
73	225	25	234	0.04	6
74	412	423	238	0.05	1
75	240	44	187	0.03	2
76	461	354	195	0.01	3
77	109	171	133	0.02	4
78	177	445	205	0.01	5
79	257	59	111	0.05	6
80	475	242	158	0.04	1
81	124	362	210	0.02	2
82	287	431	279	0.05	3
83	202	50	111	0.02	4
84	53	38	151	0.03	5
85	185	256	41	0.01	6
86	2	355	166	0.03	1
87	434	481	239	0.04	2
88	59	335	221	0.03	3
89	206	202	101	0.03	4
90	179	135	153	0.02	5
91	246	150	40	0.03	6
92	472	382	153	0.05	1
93	171	120	162	0.04	2
94	244	478	162	0.05	3
95	479	34	298	0.04	4
96	314	306	248	0.03	5
97	40	211	245	0.02	6
98	59	397	167	0.05	1
99	29	284	299	0.01	2
100	170	65	286	0.05	3
101	255	104	253	0.03	4
