76	6	2824			
1	401	484			
2	132	59	196	0.16	1
3	162	412	281	0.44	2
4	431	351	81	0.43	3
5	80	172	52	0.5	4
6	337	301	135	0.2	5
7	322	487	144	0.31	6
8	258	193	247	0.36	1
9	44	486	40	0.38	2
10	480	201	73	0.34	3
11	194	430	89	0.29	4
12	250	281	297	0.26	5
13	132	151	102	0.35	6
14	450	416	288	0.48	1
15	153	463	146	0.47	2
16	362	452	181	0.31	3
17	422	45	219	0.31	4
18	259	420	53	0.49	5
19	193	94	92	0.43	6
20	416	475	46	0.33	1
21	40	375	140	0.19	2
22	339	231	241	0.32	3
23	22	260	194	0.15	4
24	181	385	136	0.35	5
25	233	163	78	0.18	6
26	446	165	118	0.35	1
27	162	366	171	0.45	2
28	359	244	211	0.25	3
29	243	401	283	0.4	4
30	134	114	65	0.45	5
31	257	224	279	0.15	6
32	347	245	177	0.37	1
33	43	251	171	0.13	2
34	495	368	46	0.33	3
35	119	61	86	0.13	4
36	226	462	61	0.42	5
37	412	47	248	0.18	6
38	246	62	112	0.16	1
39	185	331	296	0.35	2
40	160	177	72	0.22	3
41	254	417	77	0.34	4
42	143	200	37	0.21	5
43	87	498	99	0.18	6
44	428	490	96	0.32	1
45	434	210	215	0.39	2
46	448	114	148	0.39	3
47	338	375	153	0.48	4
48	44	123	298	0.26	5
49	170	425	234	0.27	6
50	465	127	106	0.21	1
51	32	416	197	0.27	2
52	4	454	91	0.16	3
53	220	298	252	0.49	4
54	289	17	71	0.42	5
55	9	158	67	0.27	6
56	144	495	99	0.34	1
57	45	239	279	0.35	2
58	144	330	215	0.23	3
59	335	93	56	0.49	4
60	347	85	48	0.45	5
61	230	399	52	0.24	6
62	75	312	279	0.49	1
63	355	475	161	0.26	2
64	118	369	213	0.1	3
65	169	150	272	0.28	4
66	401	271	174	0.31	5
67	26	149	81	0.28	6
68	456	88	282	0.24	1
69	336	364	142	0.42	2
70	47	79	77	0.25	3
71	488	486	60	0.32	4
72	92	30	68	0.16	5
73	44	87	149	0.36	6
74	391	175	78	0.32	1
75	344	374	288	0.22	2
76	294	10	135	0.47	3
