101	3	4297			
1	45	474			
2	224	99	79	0.23	1
3	40	341	271	0.24	2
4	332	234	159	0.49	3
5	346	482	272	0.32	1
6	165	120	290	0.13	2
7	225	417	262	0.28	3
8	23	253	84	0.37	1
9	265	310	289	0.45	2
10	258	277	176	0.44	3
11	264	90	64	0.24	1
12	25	469	85	0.12	2
13	55	406	50	0.5	3
14	248	22	284	0.27	1
15	61	150	103	0.31	2
16	64	393	236	0.46	3
17	261	235	298	0.12	1
18	19	85	97	0.37	2
19	167	433	271	0.49	3
20	473	263	111	0.3	1
21	401	317	63	0.45	2
22	249	161	192	0.34	3
23	368	203	70	0.1	1
24	318	405	227	0.43	2
25	96	78	71	0.27	3
26	367	215	274	0.39	1
27	101	39	222	0.26	2
28	371	405	133	0.45	3
29	130	164	72	0.12	1
30	4	338	234	0.38	2
31	130	350	139	0.32	3
32	156	338	34	0.49	1
33	457	70	171	0.29	2
34	292	211	176	0.31	3
35	203	132	268	0.27	1
36	163	383	184	0.24	2
37	292	28	102	0.22	3
38	481	169	200	0.13	1
39	384	103	165	0.19	2
40	384	354	140	0.49	3
41	322	18	226	0.33	1
42	177	338	189	0.11	2
43	253	450	76	0.23	3
44	77	194	89	0.36	1
45	476	452	266	0.17	2
46	400	329	183	0.38	3
47	418	249	167	0.43	1
48	408	412	214	0.1	2
49	146	278	228	0.2	3
50	416	346	95	0.38	1
51	145	5	266	0.39	2
52	143	199	119	0.27	3
53	84	88	127	0.46	1
54	337	333	120	0.32	2
55	229	67	117	0.37	3
56	430	112	44	0.38	1
57	365	427	149	0.35	2
58	413	63	51	0.28	3
59	233	326	173	0.35	1
60	32	39	286	0.48	2
61	451	378	72	0.18	3
62	116	31	74	0.26	1
63	138	424	117	0.34	2
64	266	140	107	0.25	3
65	458	180	147	0.15	1
66	224	209	205	0.39	2
67	233	292	101	0.28	3
68	345	59	284	0.28	1
69	373	66	216	0.15	2
70	333	151	286	0.45	3
71	347	71	87	0.45	1
72	436	25	242	0.4	2
73	225	25	234	0.39	3
74	412	423	238	0.48	1
75	240	44	187	0.25	2
76	461	354	195	0.14	3
77	109	171	133	0.23	1
78	177	445	205	0.11	2
79	257	59	111	0.46	3
80	475	242	158	0.44	1
81	124	362	210	0.23	2
82	287	431	279	0.45	3
83	202	50	111	0.16	1
84	53	38	151	0.26	2
85	185	256	41	0.11	3
86	2	355	166	0.29	1
87	434	481	239	0.4	2
88	59	335	221	0.32	3
89	206	202	101	0.29	1
90	179	135	153	0.19	2
91	246	150	40	0.29	3
92	472	382	153	0.45	1
93	171	120	162	0.35	2
94	244	478	162	0.47	3
95	479	34	298	0.39	1
96	314	306	248	0.29	2
97	40	211	245	0.23	3
98	59	397	167	0.46	1
99	29	284	299	0.11	2
100	170	65	286	0.45	3
101	255	104	253	0.27	1
