76	3	3120			
1	307	35			
2	92	149	58	0.05	1
3	58	442	123	0.01	2
4	421	454	85	0.01	3
5	88	232	243	0.01	1
6	387	412	263	0.03	2
7	206	206	295	0.04	3
8	482	220	264	0.02	1
9	115	23	241	0.02	2
10	120	358	53	0.04	3
11	11	260	132	0.03	1
12	247	198	87	0.05	2
13	316	111	70	0.04	3
14	186	188	94	0.03	1
15	390	339	105	0.03	2
16	79	268	133	0.02	3
17	106	158	256	0.02	1
18	300	402	223	0.01	2
19	151	191	38	0.04	3
20	125	273	288	0.02	1
21	258	61	185	0.01	2
22	391	325	48	0.04	3
23	490	332	68	0.05	1
24	182	271	88	0.01	2
25	224	358	175	0.04	3
26	280	380	282	0.04	1
27	368	311	246	0.03	2
28	295	177	113	0.05	3
29	153	123	260	0.05	1
30	496	56	124	0.05	2
31	331	389	68	0.04	3
32	69	250	57	0.03	1
33	201	464	144	0.05	2
34	181	10	160	0.04	3
35	329	235	157	0.05	1
36	282	380	169	0.04	2
37	97	206	262	0.03	3
38	292	320	30	0.03	1
39	311	274	59	0.01	2
40	161	236	147	0.02	3
41	95	290	224	0.02	1
42	500	466	252	0.04	2
43	154	443	236	0.02	3
44	375	81	230	0.02	1
45	373	63	250	0.03	2
46	267	306	75	0.02	3
47	314	215	58	0.02	1
48	398	373	185	0.02	2
49	193	249	198	0.02	3
50	443	275	58	0.03	1
51	118	36	253	0.02	2
52	252	225	40	0.04	3
53	363	214	158	0.03	1
54	285	214	113	0.04	2
55	399	296	299	0.02	3
56	301	1	122	0.01	1
57	451	183	221	0.05	2
58	359	140	268	0.01	3
59	467	390	117	0.01	1
60	70	49	189	0.03	2
61	14	148	182	0.01	3
62	335	465	81	0.01	1
63	146	145	193	0.02	2
64	318	65	224	0.03	3
65	124	170	47	0.03	1
66	473	380	229	0.02	2
67	164	399	278	0.02	3
68	386	304	279	0.05	1
69	482	246	268	0.05	2
70	190	159	141	0.02	3
71	287	328	185	0.01	1
72	216	440	200	0.05	2
73	463	45	187	0.01	3
74	250	413	47	0.03	1
75	274	293	300	0.01	2
76	266	453	198	0.04	3
